call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
F140061450,111,Building fire,"1100 BLOCK E CARSON ST, PITTSBURGH PA 15203",2014-08-27T01:23:58,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42856797,-79.98731788
F140061453,111,Building fire,"100 BLOCK ZARA ST, PITTSBURGH PA 15210",2014-08-27T02:05:59,2,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,6-Apr,40.4158577,-79.98811881
F140061464,118,"Trash or rubbish fire, contained","2700 BLOCK AMMAN ST, PITTSBURGH PA 15226",2014-08-27T03:31:42,1,231EN26,1919,Brookline,4,19,42003191900,4,19,6,26-Apr,40.39642474,-80.02922745
F140061493,113,"Cooking fire, confined to container","200 BLOCK S BRADDOCK AVE, PITTSBURGH PA 15221",2014-08-27T09:02:09,1,231EN17,1406,Point Breeze North,9,14,42003140500,2,14,4,14-Mar,40.448042,-79.89383509
F140061698,150,"Outside rubbish fire, Other","200 BLOCK 4TH AVE, PITTSBURGH PA 15219",2014-08-27T22:55:54,0,231EN04,201,Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,40.47141142,-79.95983014
F140061712,111,Building fire,"600 BLOCK COAL ST, PITTSBURGH PA 15221",2014-08-28T00:37:13,1,231EN16,NA,,,,42003561000,,,,21-Mar,40.43871882,-79.88108343
F140061727,114,"Chimney or flue fire, confined to chimney or flue","400 BLOCK N HIGHLAND AVE, PITTSBURGH PA 15206",2014-08-28T03:06:46,1,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,8-Mar,40.4651578,-79.92217164
F170024270,150,"Outside rubbish fire, Other","300 BLOCK ORCHARD PL, PITTSBURGH PA 15210",2017-03-26T01:08:34,1,231EN27,3001,Knoxville,3,30,42003300100,4,30,3,21-Apr,40.41788931,-79.99342488
F140061848,111,Building fire,"600 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15210",2014-08-28T16:14:21,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,21-Apr,40.42155201,-79.99720377
F130074288,118,"Trash or rubbish fire, contained","2500 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15214",2013-10-15T01:16:11,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,12-Jan,40.469714,-80.00794082
F130074381,113,"Cooking fire, confined to container","700 BLOCK MERCER ST, PITTSBURGH PA 15219",2013-10-15T12:05:53,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44442876,-79.98729152
F130074416,150,"Outside rubbish fire, Other","1500 BLOCK CENTER ST, PITTSBURGH PA 15221",2013-10-15T14:31:32,1,231EN16,NA,,,,42003561200,,,,16-Mar,40.44842812,-79.87979742
F130074863,111,Building fire,"1400 BLOCK MARLBORO AVE, PITTSBURGH PA 15221",2013-10-17T12:20:09,1,231EN16,NA,,,,42003561500,,,,21-Mar,40.43749536,-79.87129488
F130074911,150,"Outside rubbish fire, Other","4100 BLOCK EVERGREEN RD, PITTSBURGH PA 15214",2013-10-17T15:17:27,0,231EN34,2612,Summer Hill,1,26,42003261200,1,26,1,15-Jan,40.49414175,-80.00976761
F130075225,113,"Cooking fire, confined to container","5700 BLOCK PENN AVE, PITTSBURGH PA 15206",2013-10-18T17:02:43,1,231EN08,1115,East Liberty,9,8,42003111500,2,8,5,8-Mar,40.46278196,-79.92881288
F130075296,151,"Outside rubbish, trash or waste fire","300 BLOCK DINWIDDIE ST, PITTSBURGH PA 15219",2013-10-18T22:32:06,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44132702,-79.98048444
F130075344,123,"Fire in portable building, fixed location","500 BLOCK MARTINDALE ST, PITTSBURGH PA 15233",2013-10-19T06:57:11,0,231EN37,2205,North Shore,1,22,42003981200,1,22,1,7-Jan,40.44938719,-80.00822923
F130075401,131,Passenger vehicle fire,"IMOGENE RD & BROWNS HILL RD, PITTSBURGH PA 15207",2013-10-19T12:23:08,0,231EN12,1414,Squirrel Hill South,5,15,42003141400,3,15,4,12-Feb,40.41544858,-79.92490845
F130075554,111,Building fire,"3200 BLOCK STAFFORD ST, PITTSBURGH PA 15204",2013-10-20T05:19:14,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45912828,-80.05301127
F130075594,113,"Cooking fire, confined to container","400 BLOCK N EUCLID AVE, PITTSBURGH PA 15206",2013-10-20T10:52:15,1,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,8-Mar,40.46560561,-79.92590567
F130075699,118,"Trash or rubbish fire, contained","200 BLOCK BURROWS ST, PITTSBURGH PA 15213",2013-10-20T19:20:12,1,231EN10,510,Terrace Village,6,4,42003040200,3,4,2,10-Feb,40.43861001,-79.96802029
F130075714,150,"Outside rubbish fire, Other","2500 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2013-10-20T20:21:05,1,231EN23,2904,Carrick,4,29,42003290400,4,29,3,23-Apr,40.38668454,-79.98114783
F130075832,111,Building fire,"800 BLOCK BEHAN ST, PITTSBURGH PA 15212",2013-10-21T10:34:10,1,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,7-Jan,40.45428393,-80.01736681
F130075838,111,Building fire,"1000 BLOCK BROOKLINE BLVD, PITTSBURGH PA 15226",2013-10-21T10:53:50,1,231EN26,1919,Brookline,4,19,42003191900,4,19,6,26-Apr,40.39215439,-80.01767607
F130075970,111,Building fire,"2900 BLOCK GLEN MAWR AVE, PITTSBURGH PA 15204",2013-10-21T18:35:43,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45523243,-80.05123152
F130075994,111,Building fire,"1600 BLOCK BROADWAY AVE, PITTSBURGH PA 15216",2013-10-21T20:45:24,3,231EN29,1920,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41044189,-80.02494761
F130076330,100,"Fire, Other","1100 BLOCK FABYAN ST, PITTSBURGH PA 15212",2013-10-23T08:16:49,1,231EN32,2620,Spring Hill-City View,1,26,42003262000,1,26,1,11-Jan,40.47071193,-79.99680424
F130076450,111,Building fire,"200 BLOCK LOMBARD ST, PITTSBURGH PA 15219",2013-10-23T16:25:35,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.43946026,-79.97875377
F140062064,111,Building fire,"700 BLOCK BERKSHIRE AVE, PITTSBURGH PA 15226",2014-08-29T11:27:03,1,231EN28,1918,Brookline,4,19,42003191800,4,19,6,26-Apr,40.39397968,-80.02238669
F140062070,150,"Outside rubbish fire, Other","1000 BLOCK OLD GATE RD, PITTSBURGH PA 15208",2014-08-29T11:48:29,1,231EN19,NA,Terrace Village,6,4,42003051000,3,4,2,10-Feb,40.44120536,-79.96859576
F130077171,114,"Chimney or flue fire, confined to chimney or flue","200 BLOCK N CRAIG ST, PITTSBURGH PA 15213",2013-10-26T13:59:56,1,231EN10,507,North Oakland,8,4,42003562000,3,4,4,9-Feb,40.44994598,-79.95066326
F130077285,151,"Outside rubbish, trash or waste fire","PENN AVE & N NEGLEY AVE, PITTSBURGH PA 15206",2013-10-26T23:00:29,0,231EN07,1114,East Liberty,9,8,42003111500,2,8,5,8-Mar,40.46350422,-79.93066068
F130077387,154,Dumpster or other outside trash receptacle fire,"S GRAHAM ST & FRIENDSHIP AVE, PITTSBURGH PA 15206",2013-10-27T13:34:01,0,231EN08,807,Friendship,7,8,42003080700,2,8,5,23-Mar,40.46176243,-79.93630156
F130077672,112,Fires in structure other than in a building,"2900 BLOCK FREDERICK ST, PITTSBURGH PA 15212",2013-10-28T15:59:09,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47088421,-80.02995603
F130077677,131,Passenger vehicle fire,"100 BLOCK AUBURN ST, PITTSBURGH PA 15216",2013-10-28T16:46:33,0,231EN08,1208,Larimer,9,12,42003120800,2,12,5,10-Mar,40.463793,-79.91678996
F130077712,113,"Cooking fire, confined to container","5800 BLOCK BARTLETT ST, PITTSBURGH PA 15217",2013-10-28T19:29:11,1,231EN18,1408,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,40.43597333,-79.92276091
F130077881,141,"Forest, woods or wildland fire","SURBAN AVE & THORNTON ST, PITTSBURGH PA 15204",2013-10-29T14:15:07,0,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45548592,-80.05719821
F130078009,150,"Outside rubbish fire, Other","1500 BLOCK ALTON ST, PITTSBURGH PA 15216",2013-10-30T04:45:03,0,231EN28,1916,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41191313,-80.02123673
F150073641,118,"Trash or rubbish fire, contained","2300 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2015-09-18T19:30:28,1,23138413,2902,Carrick,4,29,42003290400,4,29,3,12-Apr,40.38904931,-79.98551986
F170024272,150,"Outside rubbish fire, Other","100 BLOCK JUCUNDA ST, PITTSBURGH PA 15210",2017-03-26T01:17:30,0,231EN24,3001,Knoxville,3,30,42003300100,4,30,3,6-Apr,40.41734514,-79.98819325
F170048241,131,Passenger vehicle fire,"FREELAND ST & MILLBRIDGE ST, PITTSBURGH PA 15120",2017-06-15T00:45:10,0,231EN27,1803,Allentown,3,18,42003180300,4,18,3,21-Apr,40.41911876,-79.99574853
F130078098,131,Passenger vehicle fire,"900 BLOCK CLIMAX ST, PITTSBURGH PA 15210",2013-10-30T11:48:44,0,231EN22,1803,Allentown,3,18,42003180300,4,18,3,6-Apr,40.42010125,-79.99043207
F130078184,113,"Cooking fire, confined to container","100 BLOCK CLOVER ST, PITTSBURGH PA 15210",2013-10-30T17:59:38,1,231EN22,1603,Arlington,3,16,42003561600,4,16,3,22-Apr,40.41757332,-79.97140346
F130078190,113,"Cooking fire, confined to container","4700 BLOCK CENTRE AVE, PITTSBURGH PA 15213",2013-10-30T18:21:40,1,231EN10,709,Shadyside,8,7,42003070900,2,7,4,23-Feb,40.45255125,-79.94927741
F130078206,150,"Outside rubbish fire, Other","00 BLOCK CAMFIELD ST, PITTSBURGH PA 15210",2013-10-30T19:20:17,0,231EN23,1806,Bon Air,4,18,42003562400,4,18,3,7-Apr,40.41092664,-79.99695181
F130078211,151,"Outside rubbish, trash or waste fire","100 BLOCK PENSDALE ST, PITTSBURGH PA 15205",2013-10-30T19:47:33,0,231EN29,2812,Oakwood,2,28,42003562800,5,28,6,19-Jan,40.42966964,-80.06557449
F130078236,113,"Cooking fire, confined to container","1700 BLOCK BELLEAU DR, PITTSBURGH PA 15214",2013-10-30T23:12:21,1,231EN38,2509,Fineview,6,25,42003250900,1,25,1,10-Jan,40.46030258,-80.00698007
F130078429,113,"Cooking fire, confined to container","5700 BLOCK PENN AVE, PITTSBURGH PA 15206",2013-10-31T17:32:43,1,231EN08,1115,East Liberty,9,8,42003111500,2,8,5,8-Mar,40.46278196,-79.92881288
F130078486,113,"Cooking fire, confined to container","3800 BLOCK BIGELOW BLVD, PITTSBURGH PA 15232",2013-10-31T21:40:25,1,231EN06,506,North Oakland,6,5,42003562000,3,5,4,23-Feb,40.45687624,-79.95511098
F150074663,113,"Cooking fire, confined to container","1000 BLOCK N NEGLEY AVE, PITTSBURGH PA 15206",2015-09-22T14:21:17,1,231EN07,1102,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47427554,-79.92472807
F170024304,130,"Mobile property (vehicle) fire, Other","800 BLOCK N SAINT CLAIR ST, PITTSBURGH PA 15206",2017-03-26T07:36:42,0,231EN08,1102,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.4707239,-79.92395323
F170024380,142,Brush or brush-and-grass mixture fire,"NEGLEY RUN BLVD & WASHINGTO, PITTSBURGH PA 15206",2017-03-26T15:11:47,0,231EN15,1203,,,,,,,,12-Mar,,
F130078627,113,"Cooking fire, confined to container","2000 BLOCK 5TH AVE, PITTSBURGH PA 15219",2013-11-01T07:53:56,2,231EN04,402,Bluff,6,1,42003010300,3,1,2,1-Feb,40.43800271,-79.9775296
F130078704,111,Building fire,"00 BLOCK S 7TH ST, PITTSBURGH PA 15203",2013-11-01T12:17:17,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,2-Apr,40.42935929,-79.99233972
F130078876,131,Passenger vehicle fire,"E WARRINGTON AVE & ESTELLA ST, PITTSBURGH PA 15210",2013-11-02T01:12:02,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.42101397,-80.00055322
F130079015,113,"Cooking fire, confined to container","400 BLOCK CENTER ST, PITTSBURGH PA 15235",2013-11-02T18:10:46,1,231EN16,NA,,,,42003510000,,,,21-Mar,40.39581206,-79.84223842
F130079016,113,"Cooking fire, confined to container","500 BLOCK MT PLEASANT RD, PITTSBURGH PA 15212",2013-11-02T18:21:02,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47865057,-80.00096629
F130079055,113,"Cooking fire, confined to container","2600 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15212",2013-11-02T21:48:59,1,231EN38,2615,Perry South,6,26,42003261500,1,26,1,23-Jan,40.47117479,-80.00844781
F130079062,113,"Cooking fire, confined to container","4200 BLOCK COLERIDGE ST, PITTSBURGH PA 15201",2013-11-02T22:27:02,1,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47569574,-79.94000197
F130079233,113,"Cooking fire, confined to container","500 BLOCK HAY ST, PITTSBURGH PA 15221",2013-11-03T18:27:37,1,231EN16,NA,,,,42003560500,,,,21-Mar,40.43974193,-79.88844578
F170024384,113,"Cooking fire, confined to container","700 BLOCK N HIGHLAND AVE, PITTSBURGH PA 15206",2017-03-26T15:31:42,1,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,8-Mar,40.46847789,-79.92166173
F170051376,111,Building fire,"900 BLOCK MCKEE ST, WILKINSBURG PA 15221",2017-06-23T16:02:20,1,231EN16,NA,,,,42003561200,,,,16-Mar,40.44965947,-79.87946722
F130079262,113,"Cooking fire, confined to container","100 BLOCK W MCINTYRE AVE, PITTSBURGH PA 15214",2013-11-03T22:29:49,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,12-Jan,40.4685803,-80.01177862
F130079273,115,"Incinerator overload or malfunction, fire confined","500 BLOCK MT PLEASANT RD, PITTSBURGH PA 15212",2013-11-03T23:51:20,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47865057,-80.00096629
F130079274,113,"Cooking fire, confined to container","4600 BLOCK 5TH AVE, PITTSBURGH PA 15213",2013-11-03T23:56:27,1,231EN10,404,North Oakland,8,4,42003040400,3,4,4,9-Feb,40.44665095,-79.94865878
F130079369,151,"Outside rubbish, trash or waste fire","2300 BLOCK BEELEN ST, PITTSBURGH PA 15219",2013-11-04T10:51:31,0,231EN10,402,West Oakland,6,4,42003040200,3,4,4,1-Feb,40.43749534,-79.96990216
F130079380,100,"Fire, Other","200 BLOCK MAYTIDE ST, PITTSBURGH PA 15210",2013-11-04T11:29:02,0,231EN23,2904,Carrick,4,29,42003290400,4,29,3,23-Apr,40.38445085,-79.98315784
F130079391,150,"Outside rubbish fire, Other","2300 BLOCK BEELEN ST, PITTSBURGH PA 15219",2013-11-04T12:12:05,0,231EN04,402,West Oakland,6,4,42003040200,3,4,4,1-Feb,40.43749534,-79.96990216
F130079404,112,Fires in structure other than in a building,"300 BLOCK BLVD OF THE ALLIES, PITTSBURGH PA 15219",2013-11-04T13:02:37,1,231EN04,201,Central Business District,6,1,42003020100,6,1,2,4-Jan,40.43809116,-80.00185334
F130079556,111,Building fire,"6900 BLOCK FRANKSTOWN AVE, PITTSBURGH PA 15208",2013-11-05T09:09:29,1,231EN15,1207,Homewood West,9,12,42003120700,2,12,5,17-Mar,40.45803936,-79.90425142
F130079754,111,Building fire,"2300 BLOCK MISSION ST, PITTSBURGH PA 15203",2013-11-06T01:28:58,1,231EN22,1608,South Side Slopes,3,16,42003160800,4,16,3,22-Apr,40.42301753,-79.97373053
F130079887,130,"Mobile property (vehicle) fire, Other","900 BLOCK FREEPORT RD, PITTSBURGH PA 15238",2013-11-06T15:14:47,0,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,24-Mar,40.48808181,-79.89431722
F130079896,113,"Cooking fire, confined to container","2400 BLOCK SARAH ST, PITTSBURGH PA 15203",2013-11-06T15:41:55,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42722254,-79.97140725
F130080165,111,Building fire,"1300 BLOCK BUENA VISTA ST, PITTSBURGH PA 15233",2013-11-07T17:33:37,1,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45610724,-80.01418809
F130080216,100,"Fire, Other","100 BLOCK TECUMSEH ST, PITTSBURGH PA 15207",2013-11-07T23:31:44,0,231EN12,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40861174,-79.94313508
F130080716,151,"Outside rubbish, trash or waste fire","600 BLOCK W GENERAL ROBINSON ST, PITTSBURGH PA 15212",2013-11-10T00:46:09,0,231EN37,2205,North Shore,1,22,42003981200,6,22,1,7-Jan,40.4478962,-80.00668293
F140062129,142,Brush or brush-and-grass mixture fire,"2800 BLOCK BANKSVILLE RD, PITTSBURGH PA 15216",2014-08-29T15:54:18,0,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.40491494,-80.04014547
F140062134,113,"Cooking fire, confined to container","5300 BLOCK BEELER ST, PITTSBURGH PA 15217",2014-08-29T16:07:15,1,231EN10,1401,Squirrel Hill North,8,14,42003140100,3,14,4,26-Feb,40.44536867,-79.93367144
F140062313,142,Brush or brush-and-grass mixture fire,"2900 BLOCK WEBSTER AVE, PITTSBURGH PA 15213",2014-08-30T09:06:15,0,231EN10,501,Middle Hill,6,5,42003050100,3,5,2,5-Feb,40.45170357,-79.96702951
F140062349,150,"Outside rubbish fire, Other","3100 BLOCK KELVIN ST, PITTSBURGH PA 15204",2014-08-30T12:22:09,0,231EN31,2022,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.4527856,-80.06335841
F140062361,142,Brush or brush-and-grass mixture fire,"1400 BLOCK OAKDENE ST, PITTSBURGH PA 15206",2014-08-30T13:23:40,0,231EN15,1202,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,40.46322976,-79.89094068
F140062462,131,Passenger vehicle fire,"2500 BLOCK PARK HILL DR, PITTSBURGH PA 15221",2014-08-30T20:43:02,0,231EN16,1306,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45610602,-79.87322387
F130082246,113,"Cooking fire, confined to container","600 BLOCK MAYVILLE AVE, PITTSBURGH PA 15210",2013-11-16T16:52:48,1,231EN26,1917,Brookline,4,19,42003191700,4,19,6,26-Apr,40.40150711,-80.01445871
F130082278,140,"Natural vegetation fire, Other","1400 BLOCK OBERLIN ST, PITTSBURGH PA 15206",2013-11-16T19:14:59,0,231EN15,1202,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,40.46373272,-79.88995404
F130082319,131,Passenger vehicle fire,"N LANG AVE & FRANKSTOWN AVE, PITTSBURGH PA 15208",2013-11-16T23:13:45,0,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.45790578,-79.89852838
F130082336,113,"Cooking fire, confined to container","2900 BLOCK WEBSTER AVE, PITTSBURGH PA 15219",2013-11-17T01:12:32,1,231EN10,501,Middle Hill,6,5,42003050100,3,5,2,5-Feb,40.45170357,-79.96702951
F130082834,111,Building fire,"4100 BLOCK EVERGREEN RD, PITTSBURGH PA 15214",2013-11-18T20:10:35,1,231EN34,2612,Summer Hill,1,26,42003261200,1,26,1,15-Jan,40.49414175,-80.00976761
F140062681,113,"Cooking fire, confined to container","800 BLOCK WOOD ST, PITTSBURGH PA 15221",2014-08-31T16:58:39,1,231EN16,NA,,,,42003560600,,,,16-Mar,40.44210458,-79.88530189
F160000615,112,Fires in structure other than in a building,"00 BLOCK BIGELOW SQ, PITTSBURGH PA 15219",2016-01-03T18:06:48,4,231EN04,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44048461,-79.99491107
F160000660,131,Passenger vehicle fire,"PRINCETON BLVD & PENN AVE, WILKINSBURG PA 15221",2016-01-03T22:41:41,0,231EN16,NA,,,,42003561500,,,,20-Mar,40.4406119,-79.87174687
F160001118,131,Passenger vehicle fire,"6300 BLOCK PENN AVE, PITTSBURGH PA 15206",2016-01-05T13:33:26,0,231EN08,1115,Shadyside,8,7,42003070800,2,7,4,13-Mar,40.45941645,-79.92034119
F160001182,118,"Trash or rubbish fire, contained","400 BLOCK E OHIO ST, PITTSBURGH PA 15212",2016-01-05T16:22:41,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.45347051,-80.00153324
F160001348,111,Building fire,"800 BLOCK E WARRINGTON AVE, PITTSBURGH PA 15210",2016-01-06T09:32:01,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,6-Apr,40.42153188,-79.99357756
F160001664,113,"Cooking fire, confined to container","4400 BLOCK CENTRE AVE, PITTSBURGH PA 15213",2016-01-07T11:26:45,1,231EN10,507,North Oakland,8,4,42003562000,3,4,4,23-Feb,40.45117795,-79.95357931
F160001690,116,"Fuel burner/boiler malfunction, fire confined","1800 BLOCK SEYMOUR ST, PITTSBURGH PA 15233",2016-01-07T13:37:20,1,231EN30,2108,Chateau,6,21,42003980600,1,21,1,8-Jan,40.45978971,-80.03416625
F160001878,154,Dumpster or other outside trash receptacle fire,"LIBERTY AVE & ELLA ST, PITTSBURGH PA 15224",2016-01-08T02:49:55,0,231EN06,802,Bloomfield,7,9,42003080200,2,9,5,6-Mar,40.46314574,-79.9518121
F160002183,111,Building fire,"800 BLOCK MT PLEASANT RD, PITTSBURGH PA 15212",2016-01-09T07:50:39,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47574398,-79.99947307
F160002237,113,"Cooking fire, confined to container","500 BLOCK PENN AVE, PITTSBURGH PA 15222",2016-01-09T11:43:48,1,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44227309,-80.00411265
F160002269,113,"Cooking fire, confined to container","500 BLOCK PITT ST, WILKINSBURG PA 15221",2016-01-09T13:46:15,1,231EN16,NA,,,,42003560400,,,,16-Mar,40.4405942,-79.88960935
F160056363,131,Passenger vehicle fire,"5000 BLOCK AMPERE ST, PITTSBURGH PA 15207",2016-07-21T11:51:52,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40885915,-79.93835842
F140062711,113,"Cooking fire, confined to container","1000 BLOCK FINDLEY DR E, PITTSBURGH PA 15221",2014-08-31T19:21:05,1,231EN16,NA,,,,42003561400,,,,20-Mar,40.44537306,-79.86535725
F140062742,113,"Cooking fire, confined to container","1100 BLOCK LAPISH RD, PITTSBURGH PA 15212",2014-08-31T20:59:37,1,231EN35,2708,Brighton Heights,1,27,42003270800,1,27,1,14-Jan,40.48900759,-80.03161019
F140062928,113,"Cooking fire, confined to container","400 BLOCK E ELIZABETH ST, PITTSBURGH PA 15207",2014-09-01T17:35:14,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40780796,-79.93832889
F140062939,154,Dumpster or other outside trash receptacle fire,"COURTLAND ST & GLOSTER ST, PITTSBURGH PA 15207",2014-09-01T18:53:44,0,231EN13,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.40529106,-79.9439613
F140062975,113,"Cooking fire, confined to container","5700 BLOCK PENN AVE, PITTSBURGH PA 15206",2014-09-01T22:32:38,1,231EN08,1115,East Liberty,9,8,42003111500,2,8,5,8-Mar,40.46278196,-79.92881288
F170089500,113,"Cooking fire, confined to container","100 BLOCK W PROSPECT AVE, PITTSBURGH PA 15204",2017-10-29T17:31:58,1,231EN31,NA,Squirrel Hill South,5,14,42003980500,3,14,4,21-Feb,40.4314147,-79.93687376
F130080767,131,Passenger vehicle fire,"34TH BLOCK ST & MULBERRY WAY, PITTSBURGH PA 15201",2013-11-10T09:38:35,0,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,2-Mar,40.46287122,-79.96771733
F140062985,113,"Cooking fire, confined to container","100 BLOCK 6TH ST, PITTSBURGH PA 15222",2014-09-02T00:57:13,1,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44399023,-80.00263013
F130082851,118,"Trash or rubbish fire, contained","1500 BLOCK 5TH AVE, PITTSBURGH PA 15219",2013-11-18T22:03:56,1,231EN10,305,Bluff,6,1,42003010300,3,1,2,4-Feb,40.43838589,-79.98494639
F150058973,140,"Natural vegetation fire, Other","ELLSWORTH AVE & EMERSON ST, PITTSBURGH PA 15206",2015-07-29T19:28:40,0,231EN07,708,Shadyside,8,7,42003070800,2,7,4,11-Mar,40.45914321,-79.92325389
F130052853,111,Building fire,"2100 BLOCK PARK HILL DR, PITTSBURGH PA 15221",2013-07-22T20:30:25,2,231EN17,1306,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45295266,-79.8740214
F130080800,170,"Cultivated vegetation, crop fire, Other","1100 BLOCK MARVISTA ST, PITTSBURGH PA 15212",2013-11-10T12:59:47,0,231EN37,2507,California-Kirkbride,6,21,42003250700,1,21,1,9-Jan,40.46216955,-80.02374745
F140063123,113,"Cooking fire, confined to container","400 BLOCK RIDGEWOOD ST, PITTSBURGH PA 15212",2014-09-02T14:05:02,1,231EN38,2614,Perry South,6,25,42003261400,1,25,1,10-Jan,40.46262826,-80.01577673
F140063394,131,Passenger vehicle fire,"00 BLOCK S 20TH ST, PITTSBURGH PA 15203",2014-09-03T15:25:46,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.43037732,-79.97752857
F140063512,111,Building fire,"00 BLOCK CABLE PL, PITTSBURGH PA 15213",2014-09-04T00:55:21,1,231EN10,406,Central Oakland,3,4,42003040600,3,4,4,11-Feb,40.43681571,-79.95338691
F140063616,150,"Outside rubbish fire, Other","00 BLOCK PASADENA ST, PITTSBURGH PA 15210",2014-09-04T12:55:37,0,231EN27,1807,Mount Washington,3,18,42003180700,4,18,3,5-Apr,40.42489021,-80.00190511
F140063631,113,"Cooking fire, confined to container","4900 BLOCK FRIENDSHIP AVE, PITTSBURGH PA 15224",2014-09-04T13:46:59,1,231EN06,809,Bloomfield,7,8,42003080900,2,8,5,6-Mar,40.46204345,-79.94509725
F140063743,160,"Special outside fire, Other","3000 BLOCK ZEPHYR AVE, PITTSBURGH PA 15204",2014-09-04T20:49:42,0,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45636931,-80.05342412
F140063948,113,"Cooking fire, confined to container","200 BLOCK 39TH ST, PITTSBURGH PA 15201",2014-09-05T14:35:33,1,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,3-Mar,40.46750753,-79.96377567
F140064026,113,"Cooking fire, confined to container","500 BLOCK HILL AVE, PITTSBURGH PA 15221",2014-09-05T20:06:28,1,231EN16,NA,,,,42003561200,,,,16-Mar,40.44669681,-79.88590262
F140064222,113,"Cooking fire, confined to container","300 BLOCK E MCINTYRE AVE, PITTSBURGH PA 15212",2014-09-06T11:03:05,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,22-Jan,40.46903079,-80.00643138
F140064390,112,Fires in structure other than in a building,"600 BLOCK LIBERTY AVE, PITTSBURGH PA 15222",2014-09-06T16:46:38,2,231EN04,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44177298,-80.00162045
